i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
219,duration_40th_percentile,2015-03-01,49,0.9892307939956803,60.55970663911853,3,5,5
220,duration_40th_percentile,2015-03-01,46,0.9834187668247182,29.555203420303314,2,6,6
221,duration_40th_percentile,2015-03-01,47,0.9986235066748822,220.1146906337052,6,7,7
222,duration_40th_percentile,2015-03-01,48,0.978389663581558,18.222334024469546,1,6,6
223,duration_40th_percentile,2015-03-01,49,0.9961821029717803,107.42920497793693,5,6,6
224,duration_40th_percentile,2015-03-01,49,0.9864339323705289,123.26464283126131,4,5,5
225,duration_40th_percentile,2015-03-01,48,0.9676535083583365,5.345694197528928,1,5,5
226,duration_40th_percentile,2015-03-01,50,0.9726328622366373,31.952252835495642,3,4,4
227,duration_40th_percentile,2015-03-01,54,0.990784307927523,85.57898973042927,5,6,6
228,duration_40th_percentile,2015-03-01,50,0.9873868534155845,94.05295889226807,4,6,6
229,duration_40th_percentile,2015-03-01,42,0.9901171877320201,141.12769604239486,4,6,6
230,duration_40th_percentile,2015-03-01,44,0.9937876471065169,124.99243226724286,4,7,7
231,duration_40th_percentile,2015-03-01,49,0.9850796466607034,35.53382963768638,2,6,6
232,duration_40th_percentile,2015-03-01,52,0.9977806702604373,100.20516720929254,5,5,5
233,duration_40th_percentile,2015-03-01,48,0.9857562681496692,34.36238868203645,3,4,4
234,duration_40th_percentile,2015-03-01,51,0.995479578642598,68.02842730249381,5,5,5
235,duration_40th_percentile,2015-03-01,48,0.9846832502515142,55.54404568378652,3,6,6
236,duration_40th_percentile,2015-03-01,45,0.997065947700394,92.57061912786276,5,7,7
237,duration_40th_percentile,2015-03-01,57,0.9872801622260872,61.9292390717585,3,4,4
238,duration_40th_percentile,2015-03-01,52,0.9765459093622126,148.78688386249996,5,5,5
239,duration_40th_percentile,2015-03-01,49,0.9921874184552149,81.73801193667248,4,6,6
240,duration_40th_percentile,2015-03-01,46,0.9949601469211683,115.58841234615318,6,7,7
241,duration_40th_percentile,2015-03-01,49,0.9979228116079143,113.6735066912953,5,6,6
242,duration_40th_percentile,2015-03-01,52,0.986964048714323,64.61990571592492,5,4,4
243,duration_40th_percentile,2015-03-01,52,0.96783056785187,64.32017380055765,4,6,6
244,duration_40th_percentile,2015-03-01,49,0.9902990727645574,82.42562390481407,4,6,6
245,duration_40th_percentile,2015-03-01,50,0.9925599840526622,83.95925889596163,3,6,6
246,duration_40th_percentile,2015-03-01,45,0.9794089608729052,29.57871370051464,2,7,7
247,duration_40th_percentile,2015-03-01,41,0.985793517530481,57.28425922024246,3,7,7
248,duration_40th_percentile,2015-03-01,48,0.996812498809777,68.31908158984356,6,7,7
249,duration_40th_percentile,2015-03-01,52,0.9936624558912238,51.02517298090879,3,5,5
250,duration_40th_percentile,2015-03-01,52,0.9830134966496422,75.2690896459194,4,5,5
251,duration_40th_percentile,2015-03-01,49,0.9527387573613849,0.0,0,5,5
252,duration_40th_percentile,2015-03-01,51,0.9879409813200298,57.96138481453829,4,5,5
253,duration_40th_percentile,2015-03-01,51,0.9924375827861154,80.85657533435244,5,7,7
254,duration_40th_percentile,2015-03-01,51,0.9956716108669895,13.593906999432534,3,6,6
