,iteration,objective type,disruptions?,perfect_information_bool,days_considered_tardy,week,total tardiness,number of patients tardy,average wait time (priority < 0.33),average wait_time (0.33 < priority < 0.66),average wait time 0.66 < priority,number of surgeries scheduled,num sessions,num surgeries cancelled,cancelation proportion
166,1,t&p matrix,False,False,91,24,5,2,26.634146341463413,13.609756097560975,12.048780487804878,41,7,1,0.023809523809523808
167,1,t&p matrix,False,False,91,25,3,1,16.022222222222222,21.955555555555556,6.644444444444445,45,8,2,0.0425531914893617
168,1,t&p matrix,False,False,91,26,1,1,21.03921568627451,27.54901960784314,8.843137254901961,51,9,3,0.05555555555555555
169,1,t&p matrix,False,False,91,27,0,0,19.625,25.21875,4.125,32,8,5,0.13513513513513514
170,1,t&p matrix,False,False,91,28,7,1,40.21621621621622,18.72972972972973,3.7027027027027026,37,6,4,0.0975609756097561
171,1,t&p matrix,False,False,91,29,1,1,42.294117647058826,31.764705882352942,9.882352941176471,17,5,1,0.05555555555555555
172,1,t&p matrix,False,False,91,30,0,0,39.125,18.75,21.916666666666668,24,6,2,0.07692307692307693
173,1,t&p matrix,False,False,91,31,19,2,40.6,40.5,8.8,20,5,0,0.0
174,1,t&p matrix,False,False,91,32,0,0,21.046511627906977,24.093023255813954,5.558139534883721,43,7,2,0.044444444444444446
175,1,t&p matrix,False,False,91,33,0,0,33.24390243902439,15.121951219512194,6.585365853658536,41,7,2,0.046511627906976744
176,1,t&p matrix,False,False,91,34,23,2,30.0,9.425,5.1,40,6,0,0.0
177,1,t&p matrix,False,False,91,35,0,0,38.088235294117645,23.823529411764707,2.264705882352941,34,7,2,0.05555555555555555
178,1,t&p matrix,False,False,91,36,0,0,18.075,20.85,11.45,40,7,2,0.047619047619047616
179,1,t&p matrix,False,False,91,37,5,1,15.666666666666666,19.358974358974358,3.7948717948717947,39,7,2,0.04878048780487805
180,1,t&p matrix,False,False,91,38,0,0,40.111111111111114,13.86111111111111,2.2222222222222223,36,7,3,0.07692307692307693
181,1,t&p matrix,False,False,91,39,0,0,27.285714285714285,24.65714285714286,3.142857142857143,35,9,4,0.10256410256410256
182,1,t&p matrix,False,False,91,40,19,3,35.0,32.17948717948718,10.128205128205128,39,7,3,0.07142857142857142
183,1,t&p matrix,False,False,91,41,5,1,54.083333333333336,24.541666666666668,6.916666666666667,24,7,1,0.04
184,1,t&p matrix,False,False,91,42,0,0,67.57894736842105,13.894736842105264,0.0,19,5,1,0.05
185,1,t&p matrix,False,False,91,45,49,4,53.5,18.181818181818183,10.909090909090908,22,5,1,0.043478260869565216
186,1,t&p matrix,False,False,91,46,5,1,46.06060606060606,27.242424242424242,5.696969696969697,33,6,2,0.05714285714285714
187,1,t&p matrix,False,False,91,47,12,2,41.166666666666664,6.266666666666667,11.066666666666666,30,5,1,0.03225806451612903
188,1,t&p matrix,False,False,91,48,4,1,29.0,24.76,6.56,25,5,0,0.0
189,1,t&p matrix,False,False,91,49,0,0,24.85,9.85,15.225,40,8,1,0.024390243902439025
190,1,t&p matrix,False,False,91,50,0,0,31.86046511627907,19.13953488372093,6.883720930232558,43,8,2,0.044444444444444446
191,1,t&p matrix,False,False,91,51,1,1,17.214285714285715,28.333333333333332,6.357142857142857,42,10,2,0.045454545454545456
192,2,t&p matrix,False,True,91,1,1096,47,22.73170731707317,39.68292682926829,28.426829268292682,82,11,0,0.0
193,2,t&p matrix,False,True,91,2,0,0,6.487804878048781,5.390243902439025,28.0,41,5,0,0.0
194,2,t&p matrix,False,True,91,3,0,0,5.515151515151516,33.484848484848484,19.393939393939394,33,6,0,0.0
195,2,t&p matrix,False,True,91,4,6,1,62.44444444444444,18.38888888888889,4.444444444444445,18,3,0,0.0
196,2,t&p matrix,False,True,91,6,0,0,13.425925925925926,20.925925925925927,10.851851851851851,54,8,0,0.0
197,2,t&p matrix,False,True,91,7,0,0,18.676470588235293,38.794117647058826,5.205882352941177,34,6,0,0.0
198,2,t&p matrix,False,True,91,8,0,0,14.96551724137931,30.586206896551722,13.379310344827585,29,5,0,0.0
199,2,t&p matrix,False,True,91,9,0,0,26.6,39.9,17.9,20,5,0,0.0
200,2,t&p matrix,False,True,91,10,0,0,14.795918367346939,12.224489795918368,13.204081632653061,49,8,0,0.0
201,2,t&p matrix,False,True,91,11,0,0,21.147058823529413,32.05882352941177,18.205882352941178,34,8,0,0.0
202,2,t&p matrix,False,True,91,12,0,0,18.454545454545453,19.613636363636363,13.318181818181818,44,7,0,0.0
203,2,t&p matrix,False,True,91,13,0,0,32.193548387096776,24.70967741935484,5.451612903225806,31,5,0,0.0
204,2,t&p matrix,False,True,91,14,0,0,28.772727272727273,18.386363636363637,6.909090909090909,44,7,0,0.0
205,2,t&p matrix,False,True,91,15,0,0,45.06666666666667,11.966666666666667,5.366666666666666,30,6,0,0.0
206,2,t&p matrix,False,True,91,16,0,0,25.512820512820515,18.333333333333332,5.435897435897436,39,6,0,0.0
207,2,t&p matrix,False,True,91,17,0,0,19.38095238095238,16.642857142857142,9.5,42,7,0,0.0
